Hours Used Per Day,Cost,User Age,Needs Replacement,Primary Usage,Brand,Computer Age (Months)
1.590861832,42156.3816,43.37764735,0,4,3,11.01575139
7.544451871,21913.83669,19.47479015,0,3,5,57.97353731
11.18977525,31616.69424,30.52285137,0,3,1,1.876511228
15.19343672,28482.96371,10.24919337,0,2,5,29.38641582
16.47010718,9392.698572,35.10612414,1,2,2,20.66870245
20.5490646,29134.71273,38.95240129,0,1,5,27.49828142
5.513651484,49488.40639,20.98173496,0,3,3,34.66921016
3.887645168,39283.3224,62.94964429,0,4,1,26.69976032
23.16003879,41530.28473,59.83891282,0,2,3,25.47596417
3.485024866,49298.52912,49.16216442,0,3,3,44.23068151
12.00529461,31316.05347,38.40303784,0,4,1,41.46670023
14.46796576,44055.20505,57.5882421,0,3,3,50.16300564
13.45161168,33035.9289,15.4471836,0,2,4,15.74757989
2.978739612,46086.01015,53.05905827,0,1,4,36.96218208
2.311619022,25419.72624,15.1147864,0,3,4,35.52649234
3.426118832,48430.58531,53.27000777,0,4,5,22.81453084
14.46851673,26563.15125,23.71875139,0,2,3,29.67739497
13.51993242,29786.61521,57.99416312,0,1,1,19.51314646
6.376038217,42685.76702,61.81039935,0,4,1,9.368819459
15.66880526,31812.65425,16.48137026,0,4,5,13.61427143
19.86155255,38246.3413,34.37250949,0,4,1,7.225305138
1.956316076,33337.20503,63.91628056,0,3,4,41.30110494
23.14356675,5004.540764,35.55422385,1,2,3,39.98291619
12.74170153,23300.03075,57.22220878,1,4,1,57.08577592
12.4569887,42271.09811,41.55769676,0,3,1,44.05102641
16.85413948,26849.93757,29.39380475,0,2,2,4.070704487
6.803174323,21753.73962,24.28966266,0,2,2,53.17046526
8.078730822,28997.88192,19.58371619,0,3,2,51.89783461
15.11367177,34229.25995,51.42249691,0,3,3,27.15589893
21.65251175,25040.60157,30.03280889,0,4,4,35.56591998
19.62826167,30643.91869,37.14270135,0,2,4,58.58862162
14.41199504,31999.49055,36.06255236,0,1,4,32.40595747
17.79509951,21721.75531,40.90490467,0,3,3,54.41398787
9.390916815,37499.21745,57.3378973,0,2,3,5.899286711
15.74220715,46530.30284,63.90214258,0,2,2,12.27206025
11.7221766,24552.28739,31.23229989,0,4,1,27.00454166
5.368531139,37934.2404,55.16857856,0,1,5,35.50065169
17.1399803,39942.17615,51.5780843,0,4,5,49.15744326
13.79868666,32580.04041,40.69115023,0,1,1,59.30746479
9.248296385,41032.92762,62.49468719,0,1,2,23.94223829
21.96080137,32321.9463,19.42704739,0,3,1,3.797522532
1.48148471,35139.11864,14.22805999,0,2,1,48.26911869
8.262782479,20220.59134,56.67583212,0,2,5,36.65846243
2.308272149,40751.60342,33.03153955,0,2,2,12.71402867
18.63012827,39840.28037,56.27722469,0,1,3,30.19487894
17.14847144,21152.02632,58.9061417,0,2,5,44.79630449
8.621101031,31047.50322,11.56008284,0,3,3,46.45429544
16.54024675,49370.95522,58.35749149,0,1,2,30.47748631
10.1065562,32622.09688,33.55418616,0,1,1,19.00765728
18.3938372,35058.36215,37.09465187,0,1,4,58.45081234
11.44622424,47297.90474,43.71577313,0,1,4,40.13839405
13.10832634,21877.58822,60.80380858,1,3,2,25.08601364
10.48243374,41517.85628,9.089617382,0,2,4,17.54733023
22.49878806,37462.10393,35.18007769,0,3,3,44.135076
6.770219297,43934.14044,47.20015642,0,2,4,15.28882329
3.77028882,45930.98799,49.19429659,0,3,2,11.13088935
14.4444916,33706.64215,47.4743486,0,4,2,32.26019945
23.29440168,34253.25095,15.66280238,0,4,3,18.10925617
9.690301916,31581.52807,25.06554854,0,4,4,38.10540355
2.426845563,49001.1842,28.44678495,0,4,4,7.958381818
8.804021148,40914.98763,53.85292084,0,1,1,39.64152517
12.63642805,22496.69199,23.88931273,0,1,5,17.71449515
4.724229153,45888.7887,20.01018294,0,3,2,1.014333132
16.13635102,34416.79823,62.57453709,0,3,1,8.489227403
23.94823595,22062.61719,8.505207251,0,4,2,56.08330729
13.95349187,19845.84463,64.87578877,1,2,1,52.17392371
11.39000795,36491.51765,46.57881403,0,4,5,14.78293289
9.158756805,32514.92837,55.22275007,0,3,1,46.92394237
10.21619584,46332.48215,24.79330559,0,4,2,36.905724
3.648362103,26119.83811,8.815970827,0,3,4,58.28337798
21.31529283,44793.93828,50.05856256,0,4,2,23.04273391
10.54099008,36730.66074,55.54624203,0,2,3,41.20617614
9.907311463,21638.3091,50.20713952,0,4,3,4.748607623
16.17287628,49155.35904,16.14246638,0,2,3,24.37859346
11.16676868,35378.45732,50.94539157,0,2,3,57.86524201
15.90936978,28726.30563,51.82859858,0,3,5,32.79987159
2.413264673,34082.20526,45.53680939,0,2,4,17.9848907
19.71563691,45735.73351,51.66860817,0,1,4,8.095986825
22.63159092,29147.09373,56.21752206,0,1,2,42.50817207
15.92160388,25780.29189,42.97543451,0,1,1,39.04650656
19.14255401,8356.291913,13.0504687,1,3,2,23.0623841
22.95501636,23872.13741,35.79478515,0,1,2,57.10553976
4.482943231,28935.78195,12.42601208,0,3,2,2.309965966
11.98057236,43401.44261,31.22995277,0,3,2,18.91970725
14.84155488,34148.79096,31.20506988,0,1,4,55.34309969
14.37994289,26824.44811,11.76256112,0,2,1,19.93519086
10.23362092,24985.54999,27.88277044,0,4,2,15.8829172
8.775941415,29981.8843,14.32689163,0,3,4,32.51900419
3.916952519,48197.73119,54.06940697,0,1,2,49.60430325
13.80566725,7407.271524,62.01821748,1,3,3,7.085658892
10.01007636,30290.80138,12.12203909,0,2,2,56.63822187
4.741198747,49643.72228,62.44156682,0,2,2,47.90929999
17.89041056,34556.91367,37.78686616,0,1,5,11.69376508
5.803111516,25374.91755,25.07524364,0,3,3,43.00846971
2.347002022,46734.20275,12.38113829,0,4,1,23.71256464
13.70442117,33810.66119,36.53558328,0,4,2,24.73538601
14.69028385,41290.14031,53.28738604,0,3,1,47.21411545
21.05400041,49511.3475,48.3039292,0,3,3,57.80430367
14.27057709,21505.26051,10.86288265,0,3,2,8.472696498
8.946059636,22900.83679,12.15540462,0,1,5,25.81718398
19.46927328,41613.70224,30.96377711,0,2,4,29.37555488
13.42641454,28454.7501,24.83155816,0,4,5,23.2023972
2.823446547,25529.04191,21.24590641,0,1,5,22.4281583
14.01456289,21180.85639,24.01725644,0,3,4,4.083851386
21.88442654,20655.40136,53.79851637,0,3,4,41.44677861
10.11519039,43234.56809,60.96599906,0,2,4,26.73665061
7.815493444,24033.00282,31.09085359,0,3,2,12.49283436
4.299797511,34031.61848,59.64832712,0,1,1,49.14597664
4.483247005,38176.90446,26.32525497,0,1,1,48.35108414
10.95374414,32850.55402,35.15690822,0,2,4,29.69710606
14.70063596,20813.19957,20.88365288,0,1,5,18.60858901
2.854154319,43505.04508,44.5071344,0,4,3,38.64747082
22.61007755,20315.39674,63.80192356,0,1,4,18.00097601
18.3680732,42856.69683,42.39910647,0,1,5,14.92446789
14.49235012,46799.13481,28.39540279,0,1,5,44.10036459
20.05408943,32985.19763,44.92559442,0,4,2,3.379189144
2.844295407,36066.27419,15.00647867,0,3,2,6.591339791
11.96729419,34309.50178,58.65356758,0,1,1,1.400502267
15.49214192,31676.25856,36.67578519,0,2,1,10.023648
20.05901684,46622.73606,33.6129353,0,4,3,5.070410514
19.01979988,46818.00532,41.39429294,0,2,3,59.7523397
7.372592743,30074.49094,43.61268018,0,1,3,18.03978823
22.6402439,38452.09262,12.09122095,0,2,3,9.806812747
3.859954353,47807.22686,46.90918161,0,1,5,15.21877922
21.12807323,48861.75497,21.79010578,0,4,5,56.23140872
23.33162574,35268.77121,48.69530005,0,2,1,31.68945316
5.074531034,33584.74416,54.88448328,0,2,2,22.52426768
17.60751948,28360.82948,53.82563493,0,1,2,52.53009602
1.926566932,48766.1562,39.49255514,0,1,4,24.30442596
10.32472498,24284.42913,37.64968386,0,3,5,20.76550563
12.87451588,37394.88728,16.1439298,0,1,3,13.22966883
14.3548402,28476.50803,52.19473057,0,1,3,23.29001261
22.52655671,28370.24871,23.47033469,0,3,4,19.684377
16.46176581,32149.05762,36.3116391,0,1,2,40.9609336
12.06939288,49963.78807,24.2036233,0,1,3,18.08537958
19.62252583,21648.98921,15.62821669,0,3,2,35.05478504
22.86225488,37356.25455,43.88478872,0,4,4,4.887637737
1.50752142,22477.16474,11.09692598,0,4,2,12.28606025
23.59798926,24635.6249,50.67277835,0,1,2,25.03691103
2.981039198,33186.88825,26.10244733,0,1,2,56.28000598
19.73089592,35313.80394,8.007677501,0,3,3,23.25786716
7.447699309,27763.77225,37.13436094,0,3,1,40.18037315
4.040132128,29493.71393,10.67055879,0,4,5,16.05014612
11.11667971,22609.01061,23.7416648,0,2,2,8.494980982
15.81100133,29096.59352,48.29765978,0,1,2,4.453659405
9.761892436,48996.75318,11.57330843,0,2,2,19.01939641
2.255004391,48341.22145,55.84229406,0,2,1,10.30200058
14.78760621,30046.3487,8.217735592,0,3,4,11.26661643
21.75527535,37125.61809,22.06896054,0,1,3,45.88479919
9.813953417,47287.86173,50.2315312,0,1,1,1.934446186
5.975653886,20185.51468,26.02739853,0,3,2,33.91079742
11.17927896,44320.50711,13.80786612,0,2,1,23.38822146
2.112342354,48451.08658,28.53333337,0,3,1,30.88644999
19.87121444,22739.77203,23.41241732,0,4,1,34.206984
20.00583865,24843.43058,56.03457842,0,1,4,19.48869397
14.52401066,48822.38908,25.8608313,0,4,5,18.41142275
9.121366446,36126.20431,52.96915089,0,3,3,44.27070911
19.39501738,20425.89903,58.83671225,0,1,4,52.4053423
13.75780157,27728.95996,32.72759292,0,4,4,12.36231632
19.9964431,33498.31023,59.8667592,0,4,5,6.759506872
15.52355223,40787.26733,29.50712908,0,2,4,53.96995258
19.04132588,41994.81134,62.95246974,0,1,1,21.64383236
14.76694884,49862.64539,13.0895029,0,4,1,33.52772605
10.52524457,28625.33598,47.16009819,0,4,2,22.21304553
23.03275478,36146.60306,36.14740031,0,2,4,8.422337844
13.44561797,35999.70644,30.09598191,0,4,2,35.77056705
14.91705893,32169.35778,44.06457709,0,4,3,31.98331025
6.071215707,25074.85682,48.11985422,0,4,1,12.97661999
15.38996816,49323.6969,8.24870637,0,2,3,27.66027363
23.61691658,6352.094989,17.51632606,1,4,5,48.01990274
14.14697594,45599.5156,48.64362489,0,4,1,35.83514008
5.251283153,34949.99085,45.98396857,0,1,3,6.718122297
2.370503239,38097.36268,63.06470779,0,1,5,33.33326834
14.90026435,26817.83161,51.37915404,0,2,3,42.46155966
18.5649222,36313.61211,62.19404434,0,3,5,47.76950094
13.03823153,40849.10399,48.04480859,0,1,5,38.11793714
6.215770382,35455.01085,24.98897589,0,2,1,10.00683171
16.33000546,49708.55512,14.00580057,0,4,2,42.90022273
2.842431712,38340.24969,52.56396021,0,4,5,40.96316892
11.16217521,31129.21138,44.71650562,0,2,5,2.441186093
4.757435443,43164.56083,10.74660271,0,4,1,25.29311239
17.36057433,19480.58378,28.52287656,1,4,2,20.64406457
5.242558174,25113.87535,62.53758948,0,3,4,40.49531179
5.652760831,31535.47441,36.52286531,0,4,4,13.75201293
9.894262312,30408.76851,32.66556075,0,1,2,35.86144346
2.176454729,32954.21285,34.08887749,0,4,3,54.87915175
10.14924914,43453.39478,19.90631527,0,2,1,48.07033996
12.76927128,34525.19096,29.01630874,0,3,2,55.36600644
12.11576855,43820.43351,29.07935559,0,4,4,58.73185205
9.804034309,37294.66709,10.98423615,0,2,5,1.629537493
18.01821552,23576.15921,51.75135483,1,1,4,37.74173531
20.30037199,30262.08304,31.74075262,0,4,5,25.35752447
4.342513926,44299.36231,54.86425355,0,3,1,51.73141493
12.63102511,27148.69012,56.46983606,0,4,5,15.85706742
2.42695259,26731.48939,20.08366112,0,2,2,58.88073986
2.636580614,35135.08772,45.46914848,0,3,5,37.2087702
14.19891454,27825.47738,34.92006284,0,4,3,47.81870673
14.01842377,20272.61105,58.16893406,0,1,2,6.050373617
21.1947708,39448.92582,20.29721871,0,3,1,11.8240152
13.83109454,35332.81464,46.63535242,0,1,2,45.74581671
23.07519347,33365.53443,42.64187097,0,2,3,2.2972048
2.119981513,49009.05544,24.83218422,0,4,1,49.19580117
3.25417675,37135.97552,15.78625151,0,1,4,1.822992103
2.013514816,45902.94733,45.14346635,0,2,3,39.7700115
5.261367558,24183.50709,50.10005511,0,4,1,22.54054129
13.44921255,37076.19389,25.99075859,0,2,5,37.07819631
15.84816017,46039.3888,44.75545843,0,1,2,42.06585301
2.048458633,37493.17272,30.52246173,0,2,1,21.20603793
22.75733047,41540.42534,48.65279235,0,3,2,7.369784439
20.36980366,31161.30703,19.35527067,0,4,5,5.109106197
7.82208709,22773.48551,58.74225515,0,2,1,35.74722533
2.775313195,33737.00885,24.382347,0,1,4,31.71866587
4.907402684,31834.38173,28.9638013,0,4,3,44.78985954
14.95990339,13610.71642,11.31124127,1,3,1,31.07439509
3.919721516,46011.80547,14.3561961,0,4,5,25.92430161
3.835526924,27319.85907,37.40412845,0,3,1,24.48714352
12.92691884,49002.02683,23.25278257,0,4,2,2.560367253
6.654491177,48744.14359,55.62237287,0,2,1,20.7978749
9.23721348,27428.94929,8.837523153,0,2,4,58.58518929
23.75862267,30441.55866,29.60836077,0,1,1,52.539779
16.73922773,46866.67223,27.22869617,0,3,3,20.43330596
22.82655534,48998.66663,9.101674962,0,1,1,35.6799289
4.278800766,33303.17309,15.08899874,0,2,2,50.99050799
9.789207921,29629.91137,31.57763247,0,3,1,27.03518587
13.75883148,35782.8204,36.09328131,0,1,4,2.059513961
2.765435423,40633.07619,31.04451559,0,1,5,5.396117247
1.096311203,28204.23546,38.26344767,0,1,1,31.11317056
16.41998968,42094.19524,41.92250547,0,1,1,58.19692316
15.76184889,21549.72071,8.565657804,0,1,3,41.89936299
10.44814263,21478.83478,34.45342409,0,3,4,5.184055295
12.26181375,31588.63115,62.91945673,0,1,5,12.17229167
10.55518901,30604.19576,37.58483997,0,3,2,46.50806545
1.552116031,29468.99646,46.61990925,0,1,1,50.64494584
8.713546943,34730.59288,25.7762399,0,2,5,37.44398059
5.072891874,29622.00747,52.11750855,0,2,2,39.02096701
3.263756349,25767.73755,52.05652447,0,1,4,2.671909573
23.00456998,29284.08647,37.71387472,0,4,4,49.88328532
14.78527368,49247.12818,63.63278793,0,2,5,47.50823728
17.75909454,32333.40251,15.15636224,0,3,2,16.2830735
8.253366095,33341.38331,8.966016899,0,1,4,42.81192648
10.04238398,37296.3497,51.89901807,0,3,5,13.67642178
6.44925186,49500.22305,54.00786563,0,4,4,3.379479502
3.230210432,27248.03829,14.85181206,0,1,4,12.86705601
5.117727661,40438.46332,23.13822148,0,2,4,11.53910373
19.34282304,41479.54081,9.000484712,0,3,3,20.92713181
16.58355352,38219.7325,24.71859081,0,2,2,25.68852033
17.65152303,7382.81344,52.06908681,1,2,5,31.0037946
13.57936415,22657.35019,37.52375008,0,1,5,29.12847865
11.92706708,40306.16827,27.84144881,0,3,2,16.96980175
19.94296359,15247.85641,29.18913981,1,4,2,2.721069446
22.21598852,21922.84133,8.077156666,0,2,2,36.70099571
2.672903799,37884.27949,25.08863007,0,1,2,24.34894496
7.453818704,42187.43532,44.84814827,0,1,1,18.62165729
21.01412564,11976.63815,63.5290833,1,4,5,52.14952153
9.048570632,26329.09672,56.28246714,0,1,1,45.05785516
18.99579368,45248.66023,9.344912985,0,2,4,51.60816735
23.82783626,20910.61417,59.21795447,0,1,4,30.20398489
6.535421839,45314.38591,52.64230956,0,3,5,8.724943875
21.10906869,33809.87152,52.48143904,0,3,4,42.07706473
20.10432349,26527.6382,34.10575826,0,2,2,13.15835302
6.167120146,24013.34435,30.6863017,0,3,1,27.03255048
10.18464934,48599.21503,25.26619654,0,4,2,4.835046548
10.42247599,22179.96763,11.74460696,0,1,4,49.69319574
23.49907538,25972.8026,21.00941572,0,2,1,8.430497822
5.160513732,30434.67042,22.05640719,0,4,2,54.28275292
19.38063334,38607.04547,35.59239297,0,1,5,51.98960553
8.686432426,36344.03256,50.60433118,0,4,2,28.4103831
17.81001795,23769.30477,35.00716022,0,2,4,44.91772405
10.6602531,28691.83951,11.29713362,0,2,1,37.54725936
14.30227455,27162.55313,62.59401866,0,4,5,48.3814629
20.15007079,26406.28563,61.73528619,0,1,1,26.47650095
19.49580799,32334.33009,52.75580396,0,3,5,47.36270057
20.92773322,41120.94358,64.50569039,0,3,1,28.28495221
2.371198483,26523.58797,39.03549297,0,4,4,56.51698148
16.91716272,31000.36639,62.87779596,0,2,5,29.69595395
4.219709665,31727.52281,12.30948732,0,1,3,28.29453704
10.56382706,49293.69588,28.84380265,0,1,1,47.31923983
13.61753355,48639.99071,20.84673228,0,2,1,49.47308381
10.26300815,44004.12748,19.1624858,0,3,2,33.71485774
12.95106854,27249.76762,16.02576809,0,1,5,11.608071
23.9201051,22041.11942,43.47757757,0,4,3,28.59773563
4.109998215,29507.12413,52.53534578,0,3,4,58.11627767
16.53548904,28003.83648,40.96300877,0,4,2,45.42618539
10.10802223,35177.774,16.37687445,0,3,3,48.85859363
4.059225375,43331.8373,54.23405489,0,2,5,2.93670443
4.650945558,45749.68817,44.24941831,0,4,3,28.6037083
22.83328144,45345.92256,30.12544525,0,4,1,39.15064689
21.23083442,30790.26684,46.42542685,0,2,1,49.97192833
21.86196509,40617.0303,22.81458382,0,4,2,3.907145561
23.80525384,29385.02593,27.67595588,0,3,5,51.29389425
5.79125397,21827.1663,60.29669306,0,1,5,33.35565527
9.175104759,41046.95797,24.55875682,0,1,3,12.64152426
16.39203769,20294.82658,34.78933129,0,2,2,19.71805777
12.12745842,32275.47762,58.73804483,0,3,5,17.63384355
10.62295927,29881.37808,48.34011697,0,4,1,32.32068302
9.229658735,40801.32616,11.54558389,0,4,3,4.049455115
14.65695453,42987.36418,16.39627352,0,1,4,10.35363335
14.23864886,29122.83908,8.446970674,0,4,1,48.94888956
4.713530183,44348.81043,43.96254204,0,1,2,8.823635454
11.85001626,28817.50282,33.51738525,0,2,5,14.7703799
13.72985085,33389.7908,15.6536665,0,4,1,27.74886573
14.11659959,41810.55581,62.6022449,0,3,4,31.5101324
5.832465437,40787.60688,38.19060426,0,4,4,46.0530183
18.07224202,49621.05417,21.78791776,0,1,2,27.39261317
1.579579181,26754.83073,36.53440356,0,2,1,47.60201264
9.161132677,39869.53741,46.73835897,0,1,3,37.48243212
18.94489092,38290.45725,12.34563542,0,4,1,7.672884626
13.96953718,47452.95363,23.65811746,0,1,4,10.22355487
7.006735948,24690.86425,53.99703298,0,1,2,26.7849898
16.98392174,42553.94491,34.20089761,0,2,2,24.41647419
14.04999172,37048.05849,39.1548971,0,3,3,44.86911191
19.31360302,28239.97609,32.67051213,0,4,2,35.26349125
17.90557928,34233.04742,10.50229673,0,2,2,23.89985178
15.03248221,30013.29791,17.44773745,0,3,2,11.07485672
12.22808653,37379.40208,33.39587341,0,1,2,14.38338904
4.06318889,46670.01832,19.92357153,0,3,2,34.95456009
7.010659411,37079.14953,10.84880463,0,1,4,25.98288949
10.63928788,38951.67255,56.08803085,0,1,1,31.38072302
14.7838836,35562.43541,63.92797416,0,2,5,11.06996868
12.81528067,21534.96519,53.20914382,0,1,2,40.11146889
7.628244097,26985.75671,56.66574054,0,2,5,51.29978571
1.148680229,34760.05188,21.79269643,0,3,5,16.2184309
12.4135021,29307.05851,62.7557376,0,3,4,29.99933932
7.569397737,25452.90793,19.22476515,0,1,2,58.55611241
17.89599092,35123.98526,62.23149919,0,2,5,20.66126269
1.550764101,29684.2938,64.70469976,0,1,2,36.10773435
14.45103966,27743.2293,48.56819993,0,2,3,6.321546312
21.04641699,12496.49849,63.92519271,1,2,3,36.75488515
22.65390746,33919.56252,40.46376744,0,2,3,6.288274625
5.011413144,23998.52774,22.79388164,0,3,5,57.59489068
11.84793829,47832.37199,32.90876548,0,2,3,43.22409647
3.102705812,46031.06294,41.83297332,0,3,4,47.5014275
15.39068398,41228.61757,12.16564904,0,2,4,42.54215729
13.66222865,23186.41483,43.47356608,0,3,5,35.79401313
18.93469335,17426.61248,63.9271367,1,4,2,27.54485408
10.36940706,43276.31763,18.83613604,0,3,1,51.64402941
12.99167149,44238.71984,53.17792163,0,3,2,57.45330439
21.62121714,43032.93853,59.75023125,0,1,2,30.4431342
5.514768953,23418.97661,61.79099079,0,2,2,55.9605679
22.8523173,19374.36227,62.72772945,1,4,2,35.41664169
1.518983769,39317.23871,37.72319941,0,1,1,32.76466703
21.80889417,7212.071977,63.70655076,1,2,3,27.81448124
20.81829235,45029.74387,51.16668181,0,4,2,13.34797793
14.27369289,37320.60204,17.21527187,0,4,4,1.219459988
21.48514448,39392.22126,35.18330607,0,4,5,15.24886738
14.72974014,33750.90438,48.944877,0,2,5,31.07366712
19.63370507,35861.2196,22.098398,0,4,4,23.41763718
10.88248736,21031.30575,44.51506546,0,4,2,27.46062845
18.24677842,39168.89066,45.99622731,0,1,1,58.85824495
21.99995374,22443.41639,17.2738854,0,3,3,21.66606987
14.15882817,33050.43783,40.20986281,0,2,5,27.67879342
5.158058463,28779.65293,51.98273393,0,3,3,8.87741753
7.182345146,36362.83851,36.43705288,0,1,1,3.829506214
5.568825269,24002.49007,8.689877656,0,3,5,46.74916136
6.677711635,40749.30206,8.515192738,0,4,3,34.67030733
8.047555335,43850.34611,28.35067261,0,4,1,45.88158356
13.7680771,24900.63349,60.7930619,0,2,3,9.841905134
14.52380748,23129.39262,21.03457644,0,2,2,34.7378975
10.80949419,24365.46448,44.15873027,0,2,1,15.96490599
15.15467794,46313.82686,20.65832463,0,1,3,14.4556472
2.876223289,35845.67785,26.33518941,0,2,2,1.680034829
3.019129452,34017.82988,56.33839911,0,1,2,8.690102691
4.952077588,23201.35457,49.54510221,0,4,1,19.24681858
12.91578245,39486.6802,13.43775881,0,3,4,7.895846875
5.92187761,46039.98776,32.4360152,0,4,5,59.16564798
7.51554128,44845.57608,9.662676528,0,4,1,19.20932626
21.08457738,5711.804616,35.41073836,1,4,2,8.689112855
10.20719523,38781.64127,45.75873867,0,2,2,12.74585646
19.67292085,22258.3615,14.75464955,0,2,1,35.67449047
1.318829126,23371.91082,24.46644152,0,2,4,4.778567908
15.93571287,21479.26961,30.67668765,0,3,5,51.88361368
16.38416021,27724.37649,60.41326841,0,2,3,57.72848107
19.36908295,24069.84401,64.61553588,0,1,1,15.55809782
22.4533176,27801.44121,10.55994404,0,4,5,27.55562085
1.463170526,31551.74167,51.37745164,0,3,5,2.305932611
12.66726626,24886.60605,29.18827178,1,3,2,38.80190326
4.537025227,48289.48352,30.37011662,0,3,3,25.42163743
21.38193976,38311.28179,50.99310348,0,3,1,16.9334495
11.54592693,45049.21357,60.35030663,0,3,2,13.20338953
13.9855847,41310.54502,62.20292989,0,1,2,39.58736158
12.08253555,9654.566978,40.8959874,1,4,4,25.55680483
16.24962569,23375.09392,28.35590608,0,3,5,11.59989805
16.6185319,42077.61219,52.89029789,0,4,1,41.65743581
22.43002928,28252.96645,22.30707885,0,2,1,34.3392647
23.9298366,39173.23541,40.15221964,0,3,1,51.66165124
17.5636216,30228.85921,28.43897231,0,3,2,7.931078034
7.606087812,49930.1679,45.4279712,0,4,4,47.35432951
21.23430525,27906.54438,21.70273803,0,3,3,40.73749042
2.132081034,28373.91412,18.92079791,0,3,2,7.785645273
6.314859616,47920.16767,60.33962794,0,3,3,41.99442306
21.6398715,20739.33214,13.80280993,0,1,4,27.05129004
6.892404832,40900.66964,36.83960074,0,1,5,56.75410235
6.074974371,41759.79172,20.58860863,0,3,1,9.355069686
4.176881742,45091.35732,10.21900791,0,1,3,38.92717006
20.75957043,49233.17932,10.05307264,0,2,2,23.53682268
12.50133996,49268.05757,17.98764101,0,3,3,57.45206556
16.52254367,21958.30273,57.40591021,0,2,5,20.46851882
6.498526834,44655.17968,24.10128841,0,4,1,57.76896866
18.43492968,39389.29801,62.17617272,0,2,3,54.18766521
18.48012753,39420.26403,41.1524707,0,4,5,16.95261088
8.189754573,23850.4978,32.88700882,0,3,2,48.40896483
10.44570056,39505.61499,41.06506358,0,4,4,59.74064791
5.822876381,49474.47742,37.45180796,0,4,2,15.90711713
23.46090354,47354.55709,51.25024646,0,2,1,26.76985299
15.84885927,33173.91982,24.10227576,0,2,2,31.69066346
22.49450926,21198.4392,28.12387232,0,2,2,18.40093701
7.977867503,30868.8047,58.96337524,0,3,2,1.900625539
18.983491,44791.70935,61.94802125,0,3,2,13.98762541
18.61474881,41044.97304,58.87581897,0,2,1,17.63427618
16.90807999,33780.30967,31.90853566,0,3,5,27.17238238
23.20969643,21653.04605,52.48083367,0,3,3,11.09504623
10.05177273,32806.84183,35.1511368,0,4,4,52.52200704
4.006498443,34070.74819,36.35977157,0,4,3,42.58975683
16.44930376,47856.66599,19.66676622,0,2,3,6.026828176
17.77412541,39232.58311,41.69442729,0,3,4,39.35545462
14.22639319,29349.5875,18.60974617,0,4,1,39.56573211
5.756811542,35759.54793,26.89918785,0,1,4,57.41704924
12.60248666,21981.65923,56.73672149,0,3,1,1.17823141
8.180363941,49177.04707,19.80332113,0,1,3,15.62801454
10.83173015,30801.79706,12.05602225,0,2,1,55.73969728
15.84002724,34336.02065,11.93343278,0,3,5,55.99590101
18.13993908,30658.51923,61.62471767,0,2,4,43.51459874
6.341167891,40475.3519,36.89446496,0,2,5,46.18003594
14.54936733,6076.610498,31.33648809,1,2,3,6.397494518
10.32248329,39866.96475,54.22007912,0,2,4,31.31867425
7.190716133,41459.66932,55.64207789,0,2,3,14.66339649
5.568527119,28044.29689,26.93488889,0,3,5,11.69186457
19.01790606,29470.05443,47.53622928,0,1,3,48.80789465
21.91281197,23757.53693,51.9540005,0,3,4,8.967250064
9.515340271,39665.29916,45.31508915,0,3,4,28.65044658
18.27941526,21193.91382,16.64091926,0,3,3,56.37611614
19.96228313,8797.506582,57.92533576,1,4,4,11.96409128
21.63089166,37930.47007,38.72838951,0,4,4,58.701612
20.46085684,46090.87655,24.1009283,0,3,3,59.66299116
5.204707936,46724.96445,32.23800657,0,1,5,33.78141213
22.99471327,33471.13281,10.14155215,0,3,4,11.03842167
9.66355813,33779.11065,15.28840767,0,2,4,19.65018839
8.802535207,22309.07549,51.63616478,0,4,4,26.04507713
2.435920527,40122.95076,8.000663181,0,4,4,19.25012924
12.18199404,44637.78261,31.74425222,0,3,3,17.55749921
3.50731316,27339.65164,37.78308032,0,3,5,58.36155284
6.716415881,32639.02645,11.11416194,0,1,5,10.04852482
8.289680301,45165.1801,63.46545529,0,1,1,44.26634661
19.60300544,46313.61403,20.88914388,0,2,4,1.024207077
21.13623896,27295.39941,25.33932702,0,3,4,36.17477749
7.956725302,36517.11904,25.3247232,0,3,1,55.04063723
20.75005679,25774.79452,21.13374974,0,3,5,17.98811155
20.71631156,23056.36292,8.084007859,0,4,2,11.94603254
18.58697186,47333.61504,49.57265326,0,2,2,39.4491079
4.373987622,44615.22513,63.11019349,0,1,5,43.04348303
16.87742548,42801.04705,20.78472855,0,4,4,41.59380062
22.73555349,21462.98956,45.79368993,0,4,2,19.83969592
16.69843101,45311.86378,50.28809064,0,4,3,15.87994173
8.627187529,33141.32228,56.36024661,0,4,3,57.3992092
12.5133243,30271.8537,32.08986423,0,2,1,55.47467099
15.851676,36394.29083,25.26706162,0,3,5,27.98167998
12.7431194,22740.59728,26.54182264,0,1,5,50.9254381
3.75891766,42699.39648,48.61941599,0,1,2,27.68708518
16.93436987,5779.156927,54.55642959,1,4,4,26.03895207
8.177473027,37473.05231,18.35199616,0,4,5,10.24901391
19.4551087,25597.70291,29.14363746,0,2,2,26.15795733
20.81261506,25646.96599,59.41059121,0,4,2,32.70759938
4.157900752,25527.45955,53.98153062,0,1,5,2.327755318
22.90489531,21710.07163,64.13692896,0,1,2,27.20266731
8.562920211,37633.95348,50.9921508,0,3,1,47.10001689
